tractFIPS_left,SUM of Qty,tree planting sentence,many tree %ile,few tree %ile,priority category,pcanopy,canopy sentence,high canopy %ile,low canopy %ile,requests,requests sentence,high req %ile,low req %ile,prio_rank
17031120400,86,more than 63.3995037220844% of other census tracts,63.39950372,36.60049628,low                                                                             ,34.99949158,more than 96.6417910447761% of other census tracts,96.64179104,3.358208955,298,more than 93.7810945273632% of other census tracts,93.78109453,6.218905473,107
17031130100,309,more than 98.014888337469% of other census tracts,98.01488834,1.985111663,medium                                                                          ,35.05252642,more than 96.7661691542289% of other census tracts,96.76616915,3.233830846,230,more than 89.1791044776119% of other census tracts,89.17910448,10.82089552,164
17031130200,28,less than 79.6526054590571% of other census tracts,20.34739454,79.65260546,low                                                                             ,38.63625215,more than 98.2587064676617% of other census tracts,98.25870647,1.741293532,63,less than 51.3681592039801% of other census tracts,48.6318408,51.3681592,19
17031130300,90,more than 66.2531017369727% of other census tracts,66.25310174,33.74689826,medium                                                                          ,29.9716747,more than 90.9203980099503% of other census tracts,90.92039801,9.07960199,76,more than 54.6019900497512% of other census tracts,54.60199005,45.39800995,173
17031140100,29,less than 79.0322580645161% of other census tracts,20.96774194,79.03225806,medium                                                                          ,23.54687174,more than 67.5373134328358% of other census tracts,67.53731343,32.46268657,46,less than 62.5621890547264% of other census tracts,37.43781095,62.56218905,207
17031140200,67,more than 52.1091811414392% of other census tracts,52.10918114,47.89081886,high                                                                            ,20.56173982,more than 52.4875621890547% of other census tracts,52.48756219,47.51243781,70,more than 52.8606965174129% of other census tracts,52.86069652,47.13930348,283
17031140301,27,less than 80.6451612903226% of other census tracts,19.35483871,80.64516129,medium                                                                          ,21.58933095,more than 57.5870646766169% of other census tracts,57.58706468,42.41293532,30,less than 75.2487562189055% of other census tracts,24.75124378,75.24875622,259
17031140302,50,less than 61.2903225806452% of other census tracts,38.70967742,61.29032258,medium                                                                          ,30.04482308,more than 91.1691542288557% of other census tracts,91.16915423,8.830845771,46,less than 62.5621890547264% of other census tracts,37.43781095,62.56218905,175
17031140400,117,more than 77.7915632754342% of other census tracts,77.79156328,22.20843672,medium                                                                          ,22.34682635,more than 61.81592039801% of other census tracts,61.8159204,38.1840796,249,more than 90.4228855721393% of other census tracts,90.42288557,9.577114428,257
17031140500,51,less than 59.8014888337469% of other census tracts,40.19851117,59.80148883,medium                                                                          ,20.63918225,more than 52.9850746268657% of other census tracts,52.98507463,47.01492537,178,more than 84.0796019900498% of other census tracts,84.07960199,15.92039801,260
17031140601,64,more than 50.3722084367246% of other census tracts,50.37220844,49.62779156,high                                                                            ,23.6268315,more than 67.6616915422886% of other census tracts,67.66169154,32.33830846,101,more than 67.6616915422886% of other census tracts,67.66169154,32.33830846,290
17031140602,73,more than 55.8312655086849% of other census tracts,55.83126551,44.16873449,medium                                                                          ,25.4006992,more than 76.6169154228856% of other census tracts,76.61691542,23.38308458,80,more than 56.9651741293532% of other census tracts,56.96517413,43.03482587,255
17031140701,26,less than 81.7617866004963% of other census tracts,18.2382134,81.7617866,medium                                                                          ,15.37881173,less than 77.8606965174129% of other census tracts,22.13930348,77.86069652,32,less than 73.7562189054726% of other census tracts,26.24378109,73.75621891,236
17031140702,109,more than 75.1861042183623% of other census tracts,75.18610422,24.81389578,high                                                                            ,24.96432802,more than 74.8756218905473% of other census tracts,74.87562189,25.12437811,129,more than 75.2487562189055% of other census tracts,75.24875622,24.75124378,270
17031140800,158,more than 86.9727047146402% of other census tracts,86.97270471,13.02729529,medium                                                                          ,27.848956,more than 87.0646766169154% of other census tracts,87.06467662,12.93532338,189,more than 85.4477611940299% of other census tracts,85.44776119,14.55223881,148
17031150200,225,more than 94.9131513647643% of other census tracts,94.91315136,5.086848635,high                                                                            ,22.81637949,more than 63.9303482587065% of other census tracts,63.93034826,36.06965174,281,more than 93.0348258706468% of other census tracts,93.03482587,6.965174129,316
17031150300,270,more than 96.6501240694789% of other census tracts,96.65012407,3.349875931,medium                                                                          ,23.38425541,more than 66.7910447761194% of other census tracts,66.79104478,33.20895522,490,more than 99.2537313432836% of other census tracts,99.25373134,0.7462686567,266
17031150401,89,more than 65.136476426799% of other census tracts,65.13647643,34.86352357,high                                                                            ,19.09989542,less than 55.2238805970149% of other census tracts,44.7761194,55.2238806,139,more than 77.363184079602% of other census tracts,77.36318408,22.63681592,339
17031150402,109,more than 75.1861042183623% of other census tracts,75.18610422,24.81389578,high                                                                            ,17.05993005,less than 69.1542288557214% of other census tracts,30.84577114,69.15422886,200,more than 86.0696517412935% of other census tracts,86.06965174,13.93034826,344
17031150501,47,less than 63.3995037220844% of other census tracts,36.60049628,63.39950372,high                                                                            ,18.89997894,less than 56.4676616915423% of other census tracts,43.53233831,56.46766169,115,more than 72.3880597014925% of other census tracts,72.3880597,27.6119403,304
17031150502,51,less than 59.8014888337469% of other census tracts,40.19851117,59.80148883,high                                                                            ,20.70375937,more than 53.3582089552239% of other census tracts,53.35820896,46.64179104,83,more than 58.3333333333333% of other census tracts,58.33333333,41.66666667,360
17031150600,113,more than 76.0545905707196% of other census tracts,76.05459057,23.94540943,high                                                                            ,24.07760209,more than 70.273631840796% of other census tracts,70.27363184,29.72636816,202,more than 86.6915422885572% of other census tracts,86.69154229,13.30845771,310
17031150700,122,more than 79.1563275434243% of other census tracts,79.15632754,20.84367246,high                                                                            ,18.14945965,less than 62.1890547263682% of other census tracts,37.81094527,62.18905473,459,more than 98.6318407960199% of other census tracts,98.6318408,1.368159204,388
17031150800,135,more than 83.0024813895782% of other census tracts,83.00248139,16.99751861,high                                                                            ,17.74622726,less than 64.8009950248756% of other census tracts,35.19900498,64.80099502,279,more than 92.7860696517413% of other census tracts,92.78606965,7.213930348,350
17031151001,84,more than 62.1588089330025% of other census tracts,62.15880893,37.84119107,high                                                                            ,19.67869722,less than 52.1144278606965% of other census tracts,47.88557214,52.11442786,241,more than 90.0497512437811% of other census tracts,90.04975124,9.950248756,342
17031151002,79,more than 60.0496277915633% of other census tracts,60.04962779,39.95037221,high                                                                            ,16.18052524,less than 73.8805970149254% of other census tracts,26.11940299,73.88059701,334,more than 95.771144278607% of other census tracts,95.77114428,4.228855721,408
17031151100,229,more than 95.1612903225806% of other census tracts,95.16129032,4.838709677,high                                                                            ,15.97744929,less than 75% of other census tracts,25,75,417,more than 97.7611940298507% of other census tracts,97.76119403,2.23880597,413
17031151200,73,more than 55.8312655086849% of other census tracts,55.83126551,44.16873449,high                                                                            ,14.43512717,less than 82.089552238806% of other census tracts,17.91044776,82.08955224,142,more than 77.9850746268657% of other census tracts,77.98507463,22.01492537,415
17031160100,77,more than 58.9330024813896% of other census tracts,58.93300248,41.06699752,high                                                                            ,27.12196947,more than 84.452736318408% of other census tracts,84.45273632,15.54726368,373,more than 96.7661691542289% of other census tracts,96.76616915,3.233830846,269
17031160200,64,more than 50.3722084367246% of other census tracts,50.37220844,49.62779156,medium                                                                          ,21.72327206,more than 58.0845771144279% of other census tracts,58.08457711,41.91542289,269,more than 92.0398009950249% of other census tracts,92.039801,7.960199005,229
17031160300,58,less than 54.3424317617866% of other census tracts,45.65756824,54.34243176,medium                                                                          ,24.64829314,more than 73.8805970149254% of other census tracts,73.88059701,26.11940299,91,more than 63.8059701492537% of other census tracts,63.80597015,36.19402985,218
17031160400,168,more than 88.4615384615385% of other census tracts,88.46153846,11.53846154,medium                                                                          ,29.20296364,more than 89.8009950248756% of other census tracts,89.80099502,10.19900498,255,more than 91.044776119403% of other census tracts,91.04477612,8.955223881,231
17031160501,63,less than 50.2481389578164% of other census tracts,49.75186104,50.24813896,high                                                                            ,23.05919639,more than 65.4228855721393% of other census tracts,65.42288557,34.57711443,86,more than 60.4477611940299% of other census tracts,60.44776119,39.55223881,274
17031160502,49,less than 61.9106699751861% of other census tracts,38.08933002,61.91066998,high                                                                            ,24.25648112,more than 71.2686567164179% of other census tracts,71.26865672,28.73134328,94,more than 65.7960199004975% of other census tracts,65.7960199,34.2039801,268
17031160601,85,more than 62.7791563275434% of other census tracts,62.77915633,37.22084367,medium                                                                          ,23.51040125,more than 67.2885572139304% of other census tracts,67.28855721,32.71144279,84,more than 58.955223880597% of other census tracts,58.95522388,41.04477612,193
17031160602,72,more than 54.9627791563275% of other census tracts,54.96277916,45.03722084,medium                                                                          ,27.50775716,more than 85.9452736318408% of other census tracts,85.94527363,14.05472637,87,more than 61.4427860696517% of other census tracts,61.44278607,38.55721393,170
17031160700,171,more than 89.2059553349876% of other census tracts,89.20595533,10.79404467,medium                                                                          ,23.02362471,more than 65.0497512437811% of other census tracts,65.04975124,34.95024876,181,more than 84.452736318408% of other census tracts,84.45273632,15.54726368,202
17031160800,99,more than 70.2233250620348% of other census tracts,70.22332506,29.77667494,high                                                                            ,19.46865934,less than 53.4825870646766% of other census tracts,46.51741294,53.48258706,146,more than 79.228855721393% of other census tracts,79.22885572,20.77114428,311
17031160900,50,less than 61.2903225806452% of other census tracts,38.70967742,61.29032258,medium                                                                          ,31.63958522,more than 93.7810945273632% of other census tracts,93.78109453,6.218905473,99,more than 66.9154228855721% of other census tracts,66.91542289,33.08457711,125
17031161000,58,less than 54.3424317617866% of other census tracts,45.65756824,54.34243176,medium                                                                          ,27.48635598,more than 85.8208955223881% of other census tracts,85.82089552,14.17910448,102,more than 67.7860696517413% of other census tracts,67.78606965,32.21393035,182
17031161100,76,more than 58.1885856079405% of other census tracts,58.18858561,41.81141439,medium                                                                          ,27.76977511,more than 86.5671641791045% of other census tracts,86.56716418,13.43283582,174,more than 83.8308457711443% of other census tracts,83.83084577,16.16915423,120
17031161200,71,more than 54.7146401985112% of other census tracts,54.7146402,45.2853598,high                                                                            ,20.74621077,more than 53.6069651741294% of other census tracts,53.60696517,46.39303483,150,more than 79.8507462686567% of other census tracts,79.85074627,20.14925373,318
17031161300,84,more than 62.1588089330025% of other census tracts,62.15880893,37.84119107,high                                                                            ,20.11786466,more than 50.1243781094527% of other census tracts,50.12437811,49.87562189,93,more than 64.9253731343284% of other census tracts,64.92537313,35.07462687,345
17031170100,131,more than 81.0173697270471% of other census tracts,81.01736973,18.98263027,high                                                                            ,12.96850005,less than 86.5671641791045% of other census tracts,13.43283582,86.56716418,6,less than 96.1442786069652% of other census tracts,3.855721393,96.14427861,426
17031170200,95,more than 67.9900744416873% of other census tracts,67.99007444,32.00992556,high                                                                            ,19.4873249,less than 53.3582089552239% of other census tracts,46.64179104,53.35820896,119,more than 73.5074626865672% of other census tracts,73.50746269,26.49253731,326
17031170300,142,more than 84.6153846153846% of other census tracts,84.61538462,15.38461538,high                                                                            ,18.79437659,less than 58.0845771144279% of other census tracts,41.91542289,58.08457711,161,more than 81.592039800995% of other census tracts,81.5920398,18.4079602,354
17031170400,74,more than 57.1960297766749% of other census tracts,57.19602978,42.80397022,high                                                                            ,17.19838847,less than 68.1592039800995% of other census tracts,31.84079602,68.15920398,90,more than 63.0597014925373% of other census tracts,63.05970149,36.94029851,376
17031170500,151,more than 86.2282878411911% of other census tracts,86.22828784,13.77171216,medium                                                                          ,21.110998,more than 55.2238805970149% of other census tracts,55.2238806,44.7761194,179,more than 84.2039800995025% of other census tracts,84.2039801,15.7960199,242
17031170600,63,less than 50.2481389578164% of other census tracts,49.75186104,50.24813896,high                                                                            ,21.97658742,more than 59.7014925373134% of other census tracts,59.70149254,40.29850746,131,more than 75.9950248756219% of other census tracts,75.99502488,24.00497512,336
17031170700,100,more than 70.8436724565757% of other census tracts,70.84367246,29.15632754,high                                                                            ,17.40950199,less than 67.4129353233831% of other census tracts,32.58706468,67.41293532,135,more than 76.865671641791% of other census tracts,76.86567164,23.13432836,329
17031170800,311,more than 98.1389578163772% of other census tracts,98.13895782,1.861042184,high                                                                            ,18.8823241,less than 56.7164179104478% of other census tracts,43.28358209,56.71641791,488,more than 99.1293532338308% of other census tracts,99.12935323,0.8706467662,411
17031170900,37,less than 71.712158808933% of other census tracts,28.28784119,71.71215881,high                                                                            ,19.65140957,less than 52.4875621890547% of other census tracts,47.51243781,52.48756219,49,less than 60.5721393034826% of other census tracts,39.4278607,60.5721393,443
17031171000,208,more than 94.1687344913151% of other census tracts,94.16873449,5.831265509,high                                                                            ,19.67302084,less than 52.2388059701493% of other census tracts,47.76119403,52.23880597,342,more than 96.0199004975124% of other census tracts,96.0199005,3.980099502,361
17031171100,74,more than 57.1960297766749% of other census tracts,57.19602978,42.80397022,high                                                                            ,16.99648441,less than 69.5273631840796% of other census tracts,30.47263682,69.52736318,100,more than 67.1641791044776% of other census tracts,67.1641791,32.8358209,366
17031180100,86,more than 63.3995037220844% of other census tracts,63.39950372,36.60049628,high                                                                            ,18.97820618,less than 55.8457711442786% of other census tracts,44.15422886,55.84577114,88,more than 61.9402985074627% of other census tracts,61.94029851,38.05970149,441
17031190100,24,less than 83.6228287841191% of other census tracts,16.37717122,83.62282878,high                                                                            ,14.46123659,less than 81.8407960199005% of other census tracts,18.15920398,81.84079602,20,less than 83.955223880597% of other census tracts,16.04477612,83.95522388,374
17031190200,43,less than 65.6327543424318% of other census tracts,34.36724566,65.63275434,high                                                                            ,17.2162733,less than 68.0348258706468% of other census tracts,31.96517413,68.03482587,55,less than 56.3432835820896% of other census tracts,43.65671642,56.34328358,436
17031190300,87,more than 63.8957816377171% of other census tracts,63.89578164,36.10421836,high                                                                            ,15.14641098,less than 78.7313432835821% of other census tracts,21.26865672,78.73134328,116,more than 72.7611940298507% of other census tracts,72.76119403,27.23880597,450
17031190401,98,more than 69.8511166253102% of other census tracts,69.85111663,30.14888337,highest                                                                         ,13.53993838,less than 84.9502487562189% of other census tracts,15.04975124,84.95024876,59,less than 54.6019900497512% of other census tracts,45.39800995,54.60199005,492
17031190402,58,less than 54.3424317617866% of other census tracts,45.65756824,54.34243176,high                                                                            ,14.17600182,less than 83.2089552238806% of other census tracts,16.79104478,83.20895522,65,less than 50.1243781094527% of other census tracts,49.87562189,50.12437811,481
17031190601,97,more than 69.3548387096774% of other census tracts,69.35483871,30.64516129,high                                                                            ,22.45950731,more than 62.3134328358209% of other census tracts,62.31343284,37.68656716,35,less than 71.7661691542289% of other census tracts,28.23383085,71.76616915,378
17031190602,104,more than 72.0843672456576% of other census tracts,72.08436725,27.91563275,high                                                                            ,16.88328936,less than 69.9004975124378% of other census tracts,30.09950249,69.90049751,123,more than 74.1293532338308% of other census tracts,74.12935323,25.87064677,480
17031190701,20,less than 87.3449131513648% of other census tracts,12.65508685,87.34491315,high                                                                            ,15.94978842,less than 75.1243781094527% of other census tracts,24.87562189,75.12437811,26,less than 78.4825870646766% of other census tracts,21.51741294,78.48258706,467
17031190702,36,less than 72.3325062034739% of other census tracts,27.6674938,72.3325062,highest                                                                         ,18.39365852,less than 60.1990049751244% of other census tracts,39.80099502,60.19900498,46,less than 62.5621890547264% of other census tracts,37.43781095,62.56218905,489
17031190800,85,more than 62.7791563275434% of other census tracts,62.77915633,37.22084367,highest                                                                         ,14.4453219,less than 81.9651741293532% of other census tracts,18.03482587,81.96517413,79,more than 56.2189054726368% of other census tracts,56.21890547,43.78109453,516
17031190900,31,less than 76.6749379652605% of other census tracts,23.32506203,76.67493797,high                                                                            ,17.91285971,less than 64.3034825870647% of other census tracts,35.69651741,64.30348259,21,less than 83.2089552238806% of other census tracts,16.79104478,83.20895522,433
17031191000,28,less than 79.6526054590571% of other census tracts,20.34739454,79.65260546,high                                                                            ,12.71974,less than 87.8109452736319% of other census tracts,12.18905473,87.81094527,61,less than 52.7363184079602% of other census tracts,47.26368159,52.73631841,452
17031191100,81,more than 61.166253101737% of other census tracts,61.1662531,38.8337469,high                                                                            ,18.45669929,less than 59.9502487562189% of other census tracts,40.04975124,59.95024876,67,more than 51.1194029850746% of other census tracts,51.11940299,48.88059701,424
17031191200,83,more than 61.7866004962779% of other census tracts,61.7866005,38.2133995,highest                                                                         ,10.34662261,less than 95.6467661691542% of other census tracts,4.353233831,95.64676617,22,less than 82.2139303482587% of other census tracts,17.78606965,82.21393035,655
17031191301,69,more than 54.2183622828784% of other census tracts,54.21836228,45.78163772,highest                                                                         ,15.28178744,less than 78.1094527363184% of other census tracts,21.89054726,78.10945274,33,less than 73.2587064676617% of other census tracts,26.74129353,73.25870647,552
17031191302,87,more than 63.8957816377171% of other census tracts,63.89578164,36.10421836,highest                                                                         ,13.44921538,less than 85.4477611940299% of other census tracts,14.55223881,85.44776119,34,less than 72.2636815920398% of other census tracts,27.73631841,72.26368159,541
17031200100,186,more than 91.3151364764268% of other census tracts,91.31513648,8.684863524,high                                                                            ,17.70414578,less than 65.4228855721393% of other census tracts,34.57711443,65.42288557,369,more than 96.6417910447761% of other census tracts,96.64179104,3.358208955,371
17031200200,77,more than 58.9330024813896% of other census tracts,58.93300248,41.06699752,high                                                                            ,16.30257379,less than 73.2587064676617% of other census tracts,26.74129353,73.25870647,35,less than 71.7661691542289% of other census tracts,28.23383085,71.76616915,399
17031200300,21,less than 85.9801488833747% of other census tracts,14.01985112,85.98014888,high                                                                            ,14.98272323,less than 79.726368159204% of other census tracts,20.27363184,79.72636816,24,less than 80.8457711442786% of other census tracts,19.15422886,80.84577114,432
17031200401,39,less than 69.106699751861% of other census tracts,30.89330025,69.10669975,highest                                                                         ,17.89555594,less than 64.4278606965174% of other census tracts,35.5721393,64.4278607,77,more than 55.3482587064677% of other census tracts,55.34825871,44.65174129,499
17031200402,58,less than 54.3424317617866% of other census tracts,45.65756824,54.34243176,high                                                                            ,17.51079599,less than 66.4179104477612% of other census tracts,33.58208955,66.41791045,93,more than 64.9253731343284% of other census tracts,64.92537313,35.07462687,416
17031210100,54,less than 56.8238213399504% of other census tracts,43.17617866,56.82382134,high                                                                            ,14.98154272,less than 79.8507462686567% of other census tracts,20.14925373,79.85074627,156,more than 80.7213930348259% of other census tracts,80.72139303,19.27860697,306
17031210400,82,more than 61.6625310173697% of other census tracts,61.66253102,38.33746898,high                                                                            ,12.29634711,less than 90.0497512437811% of other census tracts,9.950248756,90.04975124,96,more than 66.5422885572139% of other census tracts,66.54228856,33.45771144,448
17031210501,49,less than 61.9106699751861% of other census tracts,38.08933002,61.91066998,high                                                                            ,16.60639353,less than 71.7661691542289% of other census tracts,28.23383085,71.76616915,86,more than 60.4477611940299% of other census tracts,60.44776119,39.55223881,338
17031210502,33,less than 74.317617866005% of other census tracts,25.68238213,74.31761787,high                                                                            ,18.29322757,less than 61.0696517412935% of other census tracts,38.93034826,61.06965174,69,more than 52.1144278606965% of other census tracts,52.11442786,47.88557214,356
17031210601,49,less than 61.9106699751861% of other census tracts,38.08933002,61.91066998,high                                                                            ,21.41427002,more than 56.2189054726368% of other census tracts,56.21890547,43.78109453,113,more than 71.7661691542289% of other census tracts,71.76616915,28.23383085,308
17031210602,101,more than 70.9677419354839% of other census tracts,70.96774194,29.03225806,high                                                                            ,16.51305491,less than 72.1393034825871% of other census tracts,27.86069652,72.13930348,278,more than 92.6616915422886% of other census tracts,92.66169154,7.338308458,332
17031210700,43,less than 65.6327543424318% of other census tracts,34.36724566,65.63275434,high                                                                            ,19.08803406,less than 55.3482587064677% of other census tracts,44.65174129,55.34825871,131,more than 75.9950248756219% of other census tracts,75.99502488,24.00497512,281
17031210800,11,less than 93.7965260545906% of other census tracts,6.203473945,93.79652605,high                                                                            ,14.29392808,less than 82.4626865671642% of other census tracts,17.53731343,82.46268657,28,less than 76.6169154228856% of other census tracts,23.38308458,76.61691542,295
17031210900,65,more than 50.9925558312655% of other census tracts,50.99255583,49.00744417,medium                                                                          ,14.49004672,less than 81.7164179104478% of other census tracts,18.28358209,81.71641791,143,more than 78.2338308457711% of other census tracts,78.23383085,21.76616915,241
17031220300,54,less than 56.8238213399504% of other census tracts,43.17617866,56.82382134,medium                                                                          ,24.68497426,more than 74.0049751243781% of other census tracts,74.00497512,25.99502488,79,more than 56.2189054726368% of other census tracts,56.21890547,43.78109453,159
17031220400,33,less than 74.317617866005% of other census tracts,25.68238213,74.31761787,low                                                                             ,24.48163086,more than 72.7611940298507% of other census tracts,72.76119403,27.23880597,96,more than 66.5422885572139% of other census tracts,66.54228856,33.45771144,115
17031220500,54,less than 56.8238213399504% of other census tracts,43.17617866,56.82382134,medium                                                                          ,24.22298179,more than 71.1442786069652% of other census tracts,71.14427861,28.85572139,87,more than 61.4427860696517% of other census tracts,61.44278607,38.55721393,146
17031220601,14,less than 91.5632754342432% of other census tracts,8.436724566,91.56327543,medium                                                                          ,24.10287564,more than 70.3980099502488% of other census tracts,70.39800995,29.60199005,48,less than 61.318407960199% of other census tracts,38.68159204,61.31840796,166
17031220602,91,more than 66.6253101736973% of other census tracts,66.62531017,33.37468983,medium                                                                          ,22.5454895,more than 62.9353233830846% of other census tracts,62.93532338,37.06467662,189,more than 85.4477611940299% of other census tracts,85.44776119,14.55223881,247
17031220701,42,less than 66.5012406947891% of other census tracts,33.49875931,66.50124069,high                                                                            ,18.79118362,less than 58.2089552238806% of other census tracts,41.79104478,58.20895522,68,more than 51.3681592039801% of other census tracts,51.3681592,48.6318408,292
17031220702,119,more than 78.4119106699752% of other census tracts,78.41191067,21.58808933,high                                                                            ,16.54308899,less than 72.0149253731343% of other census tracts,27.98507463,72.01492537,202,more than 86.6915422885572% of other census tracts,86.69154229,13.30845771,364
17031220901,63,less than 50.2481389578164% of other census tracts,49.75186104,50.24813896,high                                                                            ,17.5080374,less than 66.5422885572139% of other census tracts,33.45771144,66.54228856,124,more than 74.2537313432836% of other census tracts,74.25373134,25.74626866,402
17031220902,80,more than 60.545905707196% of other census tracts,60.54590571,39.45409429,high                                                                            ,18.1414378,less than 62.3134328358209% of other census tracts,37.68656716,62.31343284,114,more than 72.1393034825871% of other census tracts,72.13930348,27.86069652,324
17031221000,107,more than 74.317617866005% of other census tracts,74.31761787,25.68238213,high                                                                            ,20.46763162,more than 52.1144278606965% of other census tracts,52.11442786,47.88557214,186,more than 84.8258706467662% of other census tracts,84.82587065,15.17412935,291
17031221100,85,more than 62.7791563275434% of other census tracts,62.77915633,37.22084367,high                                                                            ,24.7428459,more than 74.2537313432836% of other census tracts,74.25373134,25.74626866,162,more than 81.8407960199005% of other census tracts,81.84079602,18.15920398,278
17031221200,68,more than 53.1017369727047% of other census tracts,53.10173697,46.89826303,medium                                                                          ,29.34666214,more than 89.9253731343284% of other census tracts,89.92537313,10.07462687,88,more than 61.9402985074627% of other census tracts,61.94029851,38.05970149,165
17031221300,54,less than 56.8238213399504% of other census tracts,43.17617866,56.82382134,high                                                                            ,21.60486098,more than 57.7114427860697% of other census tracts,57.71144279,42.28855721,80,more than 56.9651741293532% of other census tracts,56.96517413,43.03482587,277
17031221400,38,less than 70.3473945409429% of other census tracts,29.65260546,70.34739454,high                                                                            ,18.04503925,less than 63.0597014925373% of other census tracts,36.94029851,63.05970149,82,more than 57.8358208955224% of other census tracts,57.8358209,42.1641791,285
17031221500,42,less than 66.5012406947891% of other census tracts,33.49875931,66.50124069,medium                                                                          ,24.14087422,more than 70.771144278607% of other census tracts,70.77114428,29.22885572,106,more than 69.6517412935323% of other census tracts,69.65174129,30.34825871,235
17031221600,58,less than 54.3424317617866% of other census tracts,45.65756824,54.34243176,low                                                                             ,26.01644876,more than 79.726368159204% of other census tracts,79.72636816,20.27363184,162,more than 81.8407960199005% of other census tracts,81.84079602,18.15920398,111
17031222200,32,less than 75.8064516129032% of other census tracts,24.19354839,75.80645161,low                                                                             ,26.387003,more than 81.4676616915423% of other census tracts,81.46766169,18.53233831,80,more than 56.9651741293532% of other census tracts,56.96517413,43.03482587,96
17031222500,46,less than 64.0198511166253% of other census tracts,35.98014888,64.01985112,medium                                                                          ,21.89544403,more than 58.955223880597% of other census tracts,58.95522388,41.04477612,94,more than 65.7960199004975% of other census tracts,65.7960199,34.2039801,240
17031222600,33,less than 74.317617866005% of other census tracts,25.68238213,74.31761787,medium                                                                          ,28.89480454,more than 89.4278606965174% of other census tracts,89.4278607,10.5721393,25,less than 79.4776119402985% of other census tracts,20.52238806,79.47761194,203
17031222700,31,less than 76.6749379652605% of other census tracts,23.32506203,76.67493797,high                                                                            ,22.95025549,more than 64.4278606965174% of other census tracts,64.4278607,35.5721393,41,less than 66.044776119403% of other census tracts,33.95522388,66.04477612,320
17031222800,31,less than 76.6749379652605% of other census tracts,23.32506203,76.67493797,high                                                                            ,21.81312626,more than 58.5820895522388% of other census tracts,58.58208955,41.41791045,37,less than 69.1542288557214% of other census tracts,30.84577114,69.15422886,353
17031222900,39,less than 69.106699751861% of other census tracts,30.89330025,69.10669975,high                                                                            ,15.567117,less than 76.7412935323383% of other census tracts,23.25870647,76.74129353,58,less than 55.4726368159204% of other census tracts,44.52736318,55.47263682,449
17031230100,39,less than 69.106699751861% of other census tracts,30.89330025,69.10669975,high                                                                            ,22.96521671,more than 64.5522388059702% of other census tracts,64.55223881,35.44776119,51,less than 59.3283582089552% of other census tracts,40.67164179,59.32835821,315
17031230200,35,less than 73.0769230769231% of other census tracts,26.92307692,73.07692308,high                                                                            ,19.51198201,less than 53.2338308457711% of other census tracts,46.76616915,53.23383085,45,less than 63.5572139303483% of other census tracts,36.44278607,63.55721393,409
17031230300,31,less than 76.6749379652605% of other census tracts,23.32506203,76.67493797,high                                                                            ,24.11184082,more than 70.5223880597015% of other census tracts,70.52238806,29.47761194,40,less than 66.7910447761194% of other census tracts,33.20895522,66.79104478,322
17031230400,54,less than 56.8238213399504% of other census tracts,43.17617866,56.82382134,high                                                                            ,14.79592367,less than 80.3482587064677% of other census tracts,19.65174129,80.34825871,86,more than 60.4477611940299% of other census tracts,60.44776119,39.55223881,407
17031230500,57,less than 55.4590570719603% of other census tracts,44.54094293,55.45905707,highest                                                                         ,11.88872507,less than 91.4179104477612% of other census tracts,8.582089552,91.41791045,60,less than 53.7313432835821% of other census tracts,46.26865672,53.73134328,695
17031230600,514,more than 99.6277915632754% of other census tracts,99.62779156,0.3722084367,highest                                                                         ,10.77805334,less than 94.0298507462687% of other census tracts,5.970149254,94.02985075,498,more than 99.3781094527363% of other census tracts,99.37810945,0.6218905473,681
17031230700,175,more than 89.7022332506204% of other census tracts,89.70223325,10.29776675,high                                                                            ,18.36590838,less than 60.4477611940299% of other census tracts,39.55223881,60.44776119,213,more than 87.8109452736319% of other census tracts,87.81094527,12.18905473,470
17031230800,46,less than 64.0198511166253% of other census tracts,35.98014888,64.01985112,highest                                                                         ,13.54756605,less than 84.8258706467662% of other census tracts,15.17412935,84.82587065,83,more than 58.3333333333333% of other census tracts,58.33333333,41.66666667,503
17031230900,165,more than 87.8411910669975% of other census tracts,87.84119107,12.15880893,high                                                                            ,18.08463782,less than 62.8109452736318% of other census tracts,37.18905473,62.81094527,284,more than 93.1592039800995% of other census tracts,93.15920398,6.84079602,362
17031231100,40,less than 68.1141439205955% of other census tracts,31.88585608,68.11414392,highest                                                                         ,16.68243817,less than 71.6417910447761% of other census tracts,28.35820896,71.64179104,22,less than 82.2139303482587% of other census tracts,17.78606965,82.21393035,597
17031231200,80,more than 60.545905707196% of other census tracts,60.54590571,39.45409429,highest                                                                         ,24.6279661,more than 73.7562189054726% of other census tracts,73.75621891,26.24378109,92,more than 64.3034825870647% of other census tracts,64.30348259,35.69651741,537
17031231500,256,more than 96.1538461538462% of other census tracts,96.15384615,3.846153846,highest                                                                         ,26.30199638,more than 81.0945273631841% of other census tracts,81.09452736,18.90547264,94,more than 65.7960199004975% of other census tracts,65.7960199,34.2039801,525
17031240200,39,less than 69.106699751861% of other census tracts,30.89330025,69.10669975,medium                                                                          ,28.5416238,more than 88.681592039801% of other census tracts,88.68159204,11.31840796,47,less than 62.1890547263682% of other census tracts,37.81094527,62.18905473,137
