tractFIPS_left,SUM of Qty,tree planting sentence,many tree %ile,few tree %ile,priority category,pcanopy,canopy sentence,high canopy %ile,low canopy %ile,requests,requests sentence,high req %ile,low req %ile,prio_rank
17031301702,70,more than 54.4665012406948% of other census tracts,54.46650124,45.53349876,high                                                                            ,22.27288623,more than 61.1940298507463% of other census tracts,61.19402985,38.80597015,134,more than 76.7412935323383% of other census tracts,76.74129353,23.25870647,466
17031301801,46,less than 64.0198511166253% of other census tracts,35.98014888,64.01985112,highest                                                                         ,13.50855878,less than 85.1990049751244% of other census tracts,14.80099502,85.19900498,87,more than 61.4427860696517% of other census tracts,61.44278607,38.55721393,577
17031301802,96,more than 68.7344913151365% of other census tracts,68.73449132,31.26550868,highest                                                                         ,20.47315316,more than 52.2388059701493% of other census tracts,52.23880597,47.76119403,171,more than 83.4577114427861% of other census tracts,83.45771144,16.54228856,529
17031301803,94,more than 67.6178660049628% of other census tracts,67.617866,32.382134,high                                                                            ,22.07402481,more than 59.9502487562189% of other census tracts,59.95024876,40.04975124,236,more than 89.6766169154229% of other census tracts,89.67661692,10.32338308,438
17031310200,66,more than 51.4888337468983% of other census tracts,51.48883375,48.51116625,high                                                                            ,15.46953468,less than 77.2388059701493% of other census tracts,22.76119403,77.23880597,21,less than 83.2089552238806% of other census tracts,16.79104478,83.20895522,346
17031310300,54,less than 56.8238213399504% of other census tracts,43.17617866,56.82382134,high                                                                            ,16.16181265,less than 74.1293532338308% of other census tracts,25.87064677,74.12935323,70,more than 52.8606965174129% of other census tracts,52.86069652,47.13930348,406
17031310400,16,less than 89.9503722084367% of other census tracts,10.04962779,89.95037221,high                                                                            ,12.59011744,less than 88.5572139303483% of other census tracts,11.44278607,88.55721393,9,less than 94.0298507462687% of other census tracts,5.970149254,94.02985075,334
17031310500,24,less than 83.6228287841191% of other census tracts,16.37717122,83.62282878,high                                                                            ,16.79392955,less than 71.0199004975124% of other census tracts,28.9800995,71.0199005,28,less than 76.6169154228856% of other census tracts,23.38308458,76.61691542,395
17031310600,96,more than 68.7344913151365% of other census tracts,68.73449132,31.26550868,high                                                                            ,12.88383996,less than 87.3134328358209% of other census tracts,12.68656716,87.31343284,164,more than 82.3383084577114% of other census tracts,82.33830846,17.66169154,445
17031310700,38,less than 70.3473945409429% of other census tracts,29.65260546,70.34739454,highest                                                                         ,11.60158644,less than 92.5373134328358% of other census tracts,7.462686567,92.53731343,58,less than 55.4726368159204% of other census tracts,44.52736318,55.47263682,497
17031310800,64,more than 50.3722084367246% of other census tracts,50.37220844,49.62779156,high                                                                            ,14.11650487,less than 83.8308457711443% of other census tracts,16.16915423,83.83084577,122,more than 73.7562189054726% of other census tracts,73.75621891,26.24378109,421
17031310900,63,less than 50.2481389578164% of other census tracts,49.75186104,50.24813896,highest                                                                         ,15.61645625,less than 76.2437810945274% of other census tracts,23.75621891,76.24378109,104,more than 68.9054726368159% of other census tracts,68.90547264,31.09452736,510
17031320100,10,less than 94.5409429280397% of other census tracts,5.459057072,94.54094293,low                                                                             ,16.79468991,less than 70.771144278607% of other census tracts,29.22885572,70.77114428,8,less than 94.7761194029851% of other census tracts,5.223880597,94.7761194,15
17031320400,9,less than 95.409429280397% of other census tracts,4.59057072,95.40942928,medium                                                                          ,22.97288277,more than 64.6766169154229% of other census tracts,64.67661692,35.32338308,16,less than 87.8109452736319% of other census tracts,12.18905473,87.81094527,200
17031320600,9,less than 95.409429280397% of other census tracts,4.59057072,95.40942928,medium                                                                          ,21.52461042,more than 56.9651741293532% of other census tracts,56.96517413,43.03482587,25,less than 79.4776119402985% of other census tracts,20.52238806,79.47761194,144
17031330100,97,more than 69.3548387096774% of other census tracts,69.35483871,30.64516129,medium                                                                          ,12.86801366,less than 87.4378109452736% of other census tracts,12.56218905,87.43781095,69,more than 52.1144278606965% of other census tracts,52.11442786,47.88557214,123
17031330200,80,more than 60.545905707196% of other census tracts,60.54590571,39.45409429,high                                                                            ,17.53779476,less than 66.044776119403% of other census tracts,33.95522388,66.04477612,52,less than 58.3333333333333% of other census tracts,41.66666667,58.33333333,286
17031340300,38,less than 70.3473945409429% of other census tracts,29.65260546,70.34739454,high                                                                            ,14.26538903,less than 82.9601990049751% of other census tracts,17.039801,82.960199,66,more than 50.3731343283582% of other census tracts,50.37313433,49.62686567,414
17031340400,23,less than 84.3672456575682% of other census tracts,15.63275434,84.36724566,high                                                                            ,11.22291771,less than 93.5323383084577% of other census tracts,6.467661692,93.53233831,52,less than 58.3333333333333% of other census tracts,41.66666667,58.33333333,347
17031340500,63,less than 50.2481389578164% of other census tracts,49.75186104,50.24813896,high                                                                            ,13.46226639,less than 85.3233830845771% of other census tracts,14.67661692,85.32338308,129,more than 75.2487562189055% of other census tracts,75.24875622,24.75124378,456
17031340600,35,less than 73.0769230769231% of other census tracts,26.92307692,73.07692308,highest                                                                         ,10.25956623,less than 96.1442786069652% of other census tracts,3.855721393,96.14427861,19,less than 85.3233830845771% of other census tracts,14.67661692,85.32338308,804
17031350100,15,less than 90.6947890818859% of other census tracts,9.305210918,90.69478908,medium                                                                          ,19.25365629,less than 54.4776119402985% of other census tracts,45.52238806,54.47761194,0,less than 98.7562189054726% of other census tracts,1.243781095,98.75621891,201
17031350400,39,less than 69.106699751861% of other census tracts,30.89330025,69.10669975,highest                                                                         ,20.29635774,more than 50.9950248756219% of other census tracts,50.99502488,49.00497512,13,less than 90.2985074626866% of other census tracts,9.701492537,90.29850746,792
17031351000,36,less than 72.3325062034739% of other census tracts,27.6674938,72.3325062,medium                                                                          ,26.7447059,more than 83.2089552238806% of other census tracts,83.20895522,16.79104478,11,less than 92.2885572139304% of other census tracts,7.711442786,92.28855721,244
17031351100,158,more than 86.9727047146402% of other census tracts,86.97270471,13.02729529,highest                                                                         ,13.00697847,less than 86.318407960199% of other census tracts,13.68159204,86.31840796,14,less than 89.3034825870647% of other census tracts,10.69651741,89.30348259,802
17031351400,132,more than 81.6377171215881% of other census tracts,81.63771712,18.36228288,highest                                                                         ,18.7459947,less than 58.4577114427861% of other census tracts,41.54228856,58.45771144,15,less than 88.681592039801% of other census tracts,11.31840796,88.68159204,722
17031351500,2,less than 99.0074441687345% of other census tracts,0.9925558313,99.00744417,highest                                                                         ,8.614352245,less than 98.6318407960199% of other census tracts,1.368159204,98.6318408,2,less than 98.0099502487562% of other census tracts,1.990049751,98.00995025,715
17031360200,93,more than 67.12158808933% of other census tracts,67.12158809,32.87841191,highest                                                                         ,13.63958442,less than 84.7014925373134% of other census tracts,15.29850746,84.70149254,9,less than 94.0298507462687% of other census tracts,5.970149254,94.02985075,770
17031380100,86,more than 63.3995037220844% of other census tracts,63.39950372,36.60049628,highest                                                                         ,20.08121766,more than 50% of other census tracts,50,50,49,less than 60.5721393034826% of other census tracts,39.4278607,60.5721393,585
17031380200,103,more than 71.712158808933% of other census tracts,71.71215881,28.28784119,high                                                                            ,19.55973478,less than 53.1094527363184% of other census tracts,46.89054726,53.10945274,13,less than 90.2985074626866% of other census tracts,9.701492537,90.29850746,412
17031380500,6,less than 97.5186104218362% of other census tracts,2.481389578,97.51861042,highest                                                                         ,19.35942067,less than 53.9800995024876% of other census tracts,46.0199005,53.9800995,3,less than 97.636815920398% of other census tracts,2.36318408,97.63681592,513
17031380700,98,more than 69.8511166253102% of other census tracts,69.85111663,30.14888337,high                                                                            ,15.58025451,less than 76.6169154228856% of other census tracts,23.38308458,76.61691542,27,less than 77.4875621890547% of other census tracts,22.51243781,77.48756219,343
17031381200,120,more than 78.7841191066998% of other census tracts,78.78411911,21.21588089,high                                                                            ,17.71290196,less than 65.1741293532338% of other census tracts,34.82587065,65.17412935,54,less than 56.9651741293532% of other census tracts,43.03482587,56.96517413,386
17031381400,119,more than 78.4119106699752% of other census tracts,78.41191067,21.58808933,highest                                                                         ,13.32598981,less than 85.6965174129353% of other census tracts,14.30348259,85.69651741,45,less than 63.5572139303483% of other census tracts,36.44278607,63.55721393,648
17031381500,20,less than 87.3449131513648% of other census tracts,12.65508685,87.34491315,highest                                                                         ,10.54871087,less than 94.7761194029851% of other census tracts,5.223880597,94.7761194,9,less than 94.0298507462687% of other census tracts,5.970149254,94.02985075,788
17031381700,144,more than 84.863523573201% of other census tracts,84.86352357,15.13647643,lowest                                                                          ,10.03504246,less than 96.6417910447761% of other census tracts,3.358208955,96.64179104,6,less than 96.1442786069652% of other census tracts,3.855721393,96.14427861,10
17031381800,110,more than 75.8064516129032% of other census tracts,75.80645161,24.19354839,highest                                                                         ,17.73457943,less than 65.0497512437811% of other census tracts,34.95024876,65.04975124,25,less than 79.4776119402985% of other census tracts,20.52238806,79.47761194,524
17031381900,69,more than 54.2183622828784% of other census tracts,54.21836228,45.78163772,high                                                                            ,17.4115512,less than 67.2885572139304% of other census tracts,32.71144279,67.28855721,17,less than 87.0646766169154% of other census tracts,12.93532338,87.06467662,429
17031390100,11,less than 93.7965260545906% of other census tracts,6.203473945,93.79652605,high                                                                            ,20.07625772,less than 50.1243781094527% of other census tracts,49.87562189,50.12437811,6,less than 96.1442786069652% of other census tracts,3.855721393,96.14427861,367
17031390200,68,more than 53.1017369727047% of other census tracts,53.10173697,46.89826303,high                                                                            ,21.4744675,more than 56.592039800995% of other census tracts,56.5920398,43.4079602,39,less than 67.6616915422886% of other census tracts,32.33830846,67.66169154,335
17031390300,69,more than 54.2183622828784% of other census tracts,54.21836228,45.78163772,highest                                                                         ,21.10073071,more than 55.0995024875622% of other census tracts,55.09950249,44.90049751,33,less than 73.2587064676617% of other census tracts,26.74129353,73.25870647,534
17031390400,31,less than 76.6749379652605% of other census tracts,23.32506203,76.67493797,high                                                                            ,27.31905182,more than 85.4477611940299% of other census tracts,85.44776119,14.55223881,15,less than 88.681592039801% of other census tracts,11.31840796,88.68159204,384
17031390500,8,less than 96.5260545905707% of other census tracts,3.473945409,96.52605459,medium                                                                          ,43.58981438,more than 99.3781094527363% of other census tracts,99.37810945,0.6218905473,13,less than 90.2985074626866% of other census tracts,9.701492537,90.29850746,161
17031390600,19,less than 87.9652605459057% of other census tracts,12.03473945,87.96526055,medium                                                                          ,41.91756628,more than 98.7562189054726% of other census tracts,98.75621891,1.243781095,27,less than 77.4875621890547% of other census tracts,22.51243781,77.48756219,139
17031390700,10,less than 94.5409429280397% of other census tracts,5.459057072,94.54094293,medium                                                                          ,25.76176836,more than 77.9850746268657% of other census tracts,77.98507463,22.01492537,21,less than 83.2089552238806% of other census tracts,16.79104478,83.20895522,221
17031400300,187,more than 91.6873449131514% of other census tracts,91.68734491,8.312655087,high                                                                            ,28.21055489,more than 87.5621890547264% of other census tracts,87.56218905,12.43781095,36,less than 70.8955223880597% of other census tracts,29.10447761,70.89552239,460
17031400400,126,more than 79.9007444168735% of other census tracts,79.90074442,20.09925558,highest                                                                         ,16.42436035,less than 72.8855721393035% of other census tracts,27.11442786,72.88557214,21,less than 83.2089552238806% of other census tracts,16.79104478,83.20895522,741
17031400500,61,less than 52.2332506203474% of other census tracts,47.76674938,52.23325062,highest                                                                         ,19.41625016,less than 53.6069651741294% of other census tracts,46.39303483,53.60696517,11,less than 92.2885572139304% of other census tracts,7.711442786,92.28855721,638
17031400800,226,more than 95.0372208436725% of other census tracts,95.03722084,4.962779156,highest                                                                         ,14.91237069,less than 79.9751243781095% of other census tracts,20.02487562,79.97512438,85,more than 59.8258706467662% of other census tracts,59.82587065,40.17412935,799
17031410100,16,less than 89.9503722084367% of other census tracts,10.04962779,89.95037221,medium                                                                          ,26.20473564,more than 80.7213930348259% of other census tracts,80.72139303,19.27860697,14,less than 89.3034825870647% of other census tracts,10.69651741,89.30348259,225
17031410200,1,less than 99.5037220843672% of other census tracts,0.4962779156,99.50372208,medium                                                                          ,35.67675782,more than 97.3880597014925% of other census tracts,97.3880597,2.611940299,5,less than 97.2636815920398% of other census tracts,2.736318408,97.26368159,152
17031410500,12,less than 93.5483870967742% of other census tracts,6.451612903,93.5483871,high                                                                            ,24.00296569,more than 69.9004975124378% of other census tracts,69.90049751,30.09950249,20,less than 83.955223880597% of other census tracts,16.04477612,83.95522388,319
17031410600,21,less than 85.9801488833747% of other census tracts,14.01985112,85.98014888,medium                                                                          ,35.90013539,more than 97.5124378109453% of other census tracts,97.51243781,2.487562189,29,less than 76.3681592039801% of other census tracts,23.6318408,76.3681592,185
17031410700,22,less than 85.3598014888338% of other census tracts,14.64019851,85.35980149,medium                                                                          ,32.27052464,more than 94.4029850746269% of other census tracts,94.40298507,5.597014925,52,less than 58.3333333333333% of other census tracts,41.66666667,58.33333333,211
17031410800,30,less than 77.9156327543424% of other census tracts,22.08436725,77.91563275,medium                                                                          ,25.02473531,more than 75.1243781094527% of other census tracts,75.12437811,24.87562189,48,less than 61.318407960199% of other census tracts,38.68159204,61.31840796,232
17031410900,27,less than 80.6451612903226% of other census tracts,19.35483871,80.64516129,medium                                                                          ,27.00841746,more than 84.2039800995025% of other census tracts,84.2039801,15.7960199,42,less than 65.9203980099503% of other census tracts,34.07960199,65.92039801,162
17031411000,28,less than 79.6526054590571% of other census tracts,20.34739454,79.65260546,medium                                                                          ,23.81326531,more than 69.2786069651741% of other census tracts,69.27860697,30.72139303,20,less than 83.955223880597% of other census tracts,16.04477612,83.95522388,199
17031411100,13,less than 92.4317617866005% of other census tracts,7.568238213,92.43176179,low                                                                             ,34.0998136,more than 96.0199004975124% of other census tracts,96.0199005,3.980099502,69,more than 52.1144278606965% of other census tracts,52.11442786,47.88557214,98
17031411200,34,less than 73.9454094292804% of other census tracts,26.05459057,73.94540943,medium                                                                          ,33.72424214,more than 95.6467661691542% of other census tracts,95.64676617,4.353233831,95,more than 66.044776119403% of other census tracts,66.04477612,33.95522388,171
17031420100,14,less than 91.5632754342432% of other census tracts,8.436724566,91.56327543,high                                                                            ,24.48072151,more than 72.636815920398% of other census tracts,72.63681592,27.36318408,11,less than 92.2885572139304% of other census tracts,7.711442786,92.28855721,464
17031420200,81,more than 61.166253101737% of other census tracts,61.1662531,38.8337469,highest                                                                         ,16.05936066,less than 74.6268656716418% of other census tracts,25.37313433,74.62686567,25,less than 79.4776119402985% of other census tracts,20.52238806,79.47761194,530
17031420300,33,less than 74.317617866005% of other census tracts,25.68238213,74.31761787,high                                                                            ,18.53132371,less than 59.0796019900498% of other census tracts,40.92039801,59.07960199,37,less than 69.1542288557214% of other census tracts,30.84577114,69.15422886,418
17031420400,69,more than 54.2183622828784% of other census tracts,54.21836228,45.78163772,highest                                                                         ,14.60786885,less than 81.2189054726368% of other census tracts,18.78109453,81.21890547,16,less than 87.8109452736319% of other census tracts,12.18905473,87.81094527,579
17031420500,61,less than 52.2332506203474% of other census tracts,47.76674938,52.23325062,highest                                                                         ,16.84768878,less than 70.273631840796% of other census tracts,29.72636816,70.27363184,46,less than 62.5621890547264% of other census tracts,37.43781095,62.56218905,574
17031420600,57,less than 55.4590570719603% of other census tracts,44.54094293,55.45905707,highest                                                                         ,19.62996001,less than 52.7363184079602% of other census tracts,47.26368159,52.73631841,18,less than 85.8208955223881% of other census tracts,14.17910448,85.82089552,614
17031420700,132,more than 81.6377171215881% of other census tracts,81.63771712,18.36228288,highest                                                                         ,24.34498275,more than 71.5174129353234% of other census tracts,71.51741294,28.48258706,71,more than 52.9850746268657% of other census tracts,52.98507463,47.01492537,618
17031420800,46,less than 64.0198511166253% of other census tracts,35.98014888,64.01985112,highest                                                                         ,16.4880474,less than 72.5124378109453% of other census tracts,27.48756219,72.51243781,18,less than 85.8208955223881% of other census tracts,14.17910448,85.82089552,645
17031421200,138,more than 83.7468982630273% of other census tracts,83.74689826,16.25310174,highest                                                                         ,21.87865661,more than 58.7064676616915% of other census tracts,58.70646766,41.29353234,209,more than 87.5621890547264% of other census tracts,87.56218905,12.43781095,620
17031430101,25,less than 83.0024813895782% of other census tracts,16.99751861,83.00248139,high                                                                            ,19.07587536,less than 55.4726368159204% of other census tracts,44.52736318,55.47263682,37,less than 69.1542288557214% of other census tracts,30.84577114,69.15422886,434
17031430102,23,less than 84.3672456575682% of other census tracts,15.63275434,84.36724566,high                                                                            ,26.52127786,more than 82.089552238806% of other census tracts,82.08955224,17.91044776,20,less than 83.955223880597% of other census tracts,16.04477612,83.95522388,325
17031430200,36,less than 72.3325062034739% of other census tracts,27.6674938,72.3325062,high                                                                            ,31.27448794,more than 93.0348258706468% of other census tracts,93.03482587,6.965174129,37,less than 69.1542288557214% of other census tracts,30.84577114,69.15422886,420
17031430300,70,more than 54.4665012406948% of other census tracts,54.46650124,45.53349876,highest                                                                         ,22.94186829,more than 64.3034825870647% of other census tracts,64.30348259,35.69651741,18,less than 85.8208955223881% of other census tracts,14.17910448,85.82089552,659
17031430400,115,more than 76.7990074441687% of other census tracts,76.79900744,23.20099256,highest                                                                         ,24.51014692,more than 73.0099502487562% of other census tracts,73.00995025,26.99004975,60,less than 53.7313432835821% of other census tracts,46.26865672,53.73134328,564
17031430500,54,less than 56.8238213399504% of other census tracts,43.17617866,56.82382134,highest                                                                         ,18.63134166,less than 58.5820895522388% of other census tracts,41.41791045,58.58208955,48,less than 61.318407960199% of other census tracts,38.68159204,61.31840796,687
17031430600,21,less than 85.9801488833747% of other census tracts,14.01985112,85.98014888,high                                                                            ,21.20854352,more than 55.7213930348259% of other census tracts,55.72139303,44.27860697,25,less than 79.4776119402985% of other census tracts,20.52238806,79.47761194,451
17031430700,19,less than 87.9652605459057% of other census tracts,12.03473945,87.96526055,high                                                                            ,17.07744033,less than 69.0298507462687% of other census tracts,30.97014925,69.02985075,18,less than 85.8208955223881% of other census tracts,14.17910448,85.82089552,425
17031430800,19,less than 87.9652605459057% of other census tracts,12.03473945,87.96526055,high                                                                            ,22.4466634,more than 62.1890547263682% of other census tracts,62.18905473,37.81094527,24,less than 80.8457711442786% of other census tracts,19.15422886,80.84577114,379
17031430900,26,less than 81.7617866004963% of other census tracts,18.2382134,81.7617866,highest                                                                         ,22.76906063,more than 63.681592039801% of other census tracts,63.68159204,36.31840796,23,less than 81.8407960199005% of other census tracts,18.15920398,81.84079602,550
17031431200,34,less than 73.9454094292804% of other census tracts,26.05459057,73.94540943,high                                                                            ,26.36243644,more than 81.2189054726368% of other census tracts,81.21890547,18.78109453,36,less than 70.8955223880597% of other census tracts,29.10447761,70.89552239,357
17031431301,48,less than 62.7791563275434% of other census tracts,37.22084367,62.77915633,highest                                                                         ,25.07844654,more than 75.3731343283582% of other census tracts,75.37313433,24.62686567,34,less than 72.2636815920398% of other census tracts,27.73631841,72.26368159,493
17031431302,87,more than 63.8957816377171% of other census tracts,63.89578164,36.10421836,highest                                                                         ,21.50355632,more than 56.8407960199005% of other census tracts,56.84079602,43.15920398,30,less than 75.2487562189055% of other census tracts,24.75124378,75.24875622,580
17031431400,178,more than 90.3225806451613% of other census tracts,90.32258065,9.677419355,highest                                                                         ,22.07524718,more than 60.0746268656716% of other census tracts,60.07462687,39.92537313,180,more than 84.3283582089552% of other census tracts,84.32835821,15.67164179,535
17031440101,27,less than 80.6451612903226% of other census tracts,19.35483871,80.64516129,highest                                                                         ,19.14646172,less than 55.0995024875622% of other census tracts,44.90049751,55.09950249,24,less than 80.8457711442786% of other census tracts,19.15422886,80.84577114,748
17031440102,96,more than 68.7344913151365% of other census tracts,68.73449132,31.26550868,high                                                                            ,25.40325497,more than 76.7412935323383% of other census tracts,76.74129353,23.25870647,51,less than 59.3283582089552% of other census tracts,40.67164179,59.32835821,439
17031440201,132,more than 81.6377171215881% of other census tracts,81.63771712,18.36228288,highest                                                                         ,17.95246581,less than 63.681592039801% of other census tracts,36.31840796,63.68159204,101,more than 67.6616915422886% of other census tracts,67.66169154,32.33830846,562
17031440202,90,more than 66.2531017369727% of other census tracts,66.25310174,33.74689826,highest                                                                         ,24.52557111,more than 73.3830845771144% of other census tracts,73.38308458,26.61691542,72,more than 53.3582089552239% of other census tracts,53.35820896,46.64179104,512
17031440300,196,more than 93.0521091811415% of other census tracts,93.05210918,6.947890819,highest                                                                         ,20.98433225,more than 54.6019900497512% of other census tracts,54.60199005,45.39800995,207,more than 87.0646766169154% of other census tracts,87.06467662,12.93532338,518
17031440600,39,less than 69.106699751861% of other census tracts,30.89330025,69.10669975,highest                                                                         ,21.70050747,more than 57.9601990049751% of other census tracts,57.960199,42.039801,39,less than 67.6616915422886% of other census tracts,32.33830846,67.66169154,491
17031440700,18,less than 89.2059553349876% of other census tracts,10.79404467,89.20595533,highest                                                                         ,18.83883651,less than 57.4626865671642% of other census tracts,42.53731343,57.46268657,5,less than 97.2636815920398% of other census tracts,2.736318408,97.26368159,587
17031440800,79,more than 60.0496277915633% of other census tracts,60.04962779,39.95037221,highest                                                                         ,22.8404202,more than 64.0547263681592% of other census tracts,64.05472637,35.94527363,31,less than 74.8756218905473% of other census tracts,25.12437811,74.87562189,716
17031440900,40,less than 68.1141439205955% of other census tracts,31.88585608,68.11414392,highest                                                                         ,25.48545875,more than 77.1144278606965% of other census tracts,77.11442786,22.88557214,16,less than 87.8109452736319% of other census tracts,12.18905473,87.81094527,600
17031450300,168,more than 88.4615384615385% of other census tracts,88.46153846,11.53846154,highest                                                                         ,17.58128513,less than 65.7960199004975% of other census tracts,34.2039801,65.7960199,126,more than 74.5024875621891% of other census tracts,74.50248756,25.49751244,573
17031460100,350,more than 98.7593052109181% of other census tracts,98.75930521,1.240694789,highest                                                                         ,10.73453588,less than 94.2786069651741% of other census tracts,5.721393035,94.27860697,137,more than 77.2388059701493% of other census tracts,77.23880597,22.76119403,699
17031460200,190,more than 92.0595533498759% of other census tracts,92.05955335,7.94044665,highest                                                                         ,27.10139381,more than 84.3283582089552% of other census tracts,84.32835821,15.67164179,94,more than 65.7960199004975% of other census tracts,65.7960199,34.2039801,544
17031460301,88,more than 64.7642679900745% of other census tracts,64.76426799,35.23573201,highest                                                                         ,25.77515975,more than 78.2338308457711% of other census tracts,78.23383085,21.76616915,62,less than 51.865671641791% of other census tracts,48.13432836,51.86567164,560
17031460302,126,more than 79.9007444168735% of other census tracts,79.90074442,20.09925558,highest                                                                         ,28.9773029,more than 89.6766169154229% of other census tracts,89.67661692,10.32338308,89,more than 62.6865671641791% of other census tracts,62.68656716,37.31343284,533
17031460400,38,less than 70.3473945409429% of other census tracts,29.65260546,70.34739454,high                                                                            ,25.52907477,more than 77.363184079602% of other census tracts,77.36318408,22.63681592,32,less than 73.7562189054726% of other census tracts,26.24378109,73.75621891,427
17031460500,242,more than 95.7816377171216% of other census tracts,95.78163772,4.218362283,high                                                                            ,25.88685869,more than 79.3532338308458% of other census tracts,79.35323383,20.64676617,287,more than 93.2835820895522% of other census tracts,93.28358209,6.71641791,365
17031460600,41,less than 67.4937965260546% of other census tracts,32.50620347,67.49379653,high                                                                            ,25.84458201,more than 78.9800995024876% of other census tracts,78.9800995,21.0199005,62,less than 51.865671641791% of other census tracts,48.13432836,51.86567164,312
17031460700,109,more than 75.1861042183623% of other census tracts,75.18610422,24.81389578,high                                                                            ,25.25931338,more than 76.1194029850746% of other census tracts,76.11940299,23.88059701,41,less than 66.044776119403% of other census tracts,33.95522388,66.04477612,317
17031461000,42,less than 66.5012406947891% of other census tracts,33.49875931,66.50124069,highest                                                                         ,8.711986912,less than 98.3830845771144% of other census tracts,1.616915423,98.38308458,32,less than 73.7562189054726% of other census tracts,26.24378109,73.75621891,566
17031470100,60,less than 53.1017369727047% of other census tracts,46.89826303,53.10173697,highest                                                                         ,23.69997488,more than 68.2835820895522% of other census tracts,68.28358209,31.71641791,22,less than 82.2139303482587% of other census tracts,17.78606965,82.21393035,621
17031480100,77,more than 58.9330024813896% of other census tracts,58.93300248,41.06699752,high                                                                            ,20.43307611,more than 51.9900497512438% of other census tracts,51.99004975,48.00995025,56,less than 55.9701492537313% of other census tracts,44.02985075,55.97014925,461
17031480200,31,less than 76.6749379652605% of other census tracts,23.32506203,76.67493797,high                                                                            ,19.86698759,less than 51.3681592039801% of other census tracts,48.6318408,51.3681592,13,less than 90.2985074626866% of other census tracts,9.701492537,90.29850746,475
17031480300,39,less than 69.106699751861% of other census tracts,30.89330025,69.10669975,high                                                                            ,22.41864877,more than 61.9402985074627% of other census tracts,61.94029851,38.05970149,25,less than 79.4776119402985% of other census tracts,20.52238806,79.47761194,471
17031480400,185,more than 91.0669975186104% of other census tracts,91.06699752,8.933002481,high                                                                            ,20.63716569,more than 52.8606965174129% of other census tracts,52.86069652,47.13930348,223,more than 88.8059701492537% of other census tracts,88.80597015,11.19402985,437
17031480500,97,more than 69.3548387096774% of other census tracts,69.35483871,30.64516129,highest                                                                         ,19.58068636,less than 52.9850746268657% of other census tracts,47.01492537,52.98507463,82,more than 57.8358208955224% of other census tracts,57.8358209,42.1641791,612
17031490300,77,more than 58.9330024813896% of other census tracts,58.93300248,41.06699752,high                                                                            ,21.79084655,more than 58.4577114427861% of other census tracts,58.45771144,41.54228856,104,more than 68.9054726368159% of other census tracts,68.90547264,31.09452736,355
17031490400,53,less than 58.560794044665% of other census tracts,41.43920596,58.56079404,high                                                                            ,19.88148095,less than 51.2437810945274% of other census tracts,48.75621891,51.24378109,75,more than 54.228855721393% of other census tracts,54.22885572,45.77114428,348
17031490500,127,more than 80.272952853598% of other census tracts,80.27295285,19.72704715,highest                                                                         ,17.52258932,less than 66.2935323383085% of other census tracts,33.70646766,66.29353234,93,more than 64.9253731343284% of other census tracts,64.92537313,35.07462687,702
17031490600,94,more than 67.6178660049628% of other census tracts,67.617866,32.382134,highest                                                                         ,12.6035612,less than 88.3084577114428% of other census tracts,11.69154229,88.30845771,84,more than 58.955223880597% of other census tracts,58.95522388,41.04477612,731
17031490700,14,less than 91.5632754342432% of other census tracts,8.436724566,91.56327543,highest                                                                         ,24.04898279,more than 70.0248756218906% of other census tracts,70.02487562,29.97512438,16,less than 87.8109452736319% of other census tracts,12.18905473,87.81094527,590
17031490800,104,more than 72.0843672456576% of other census tracts,72.08436725,27.91563275,highest                                                                         ,17.36797038,less than 67.5373134328358% of other census tracts,32.46268657,67.53731343,149,more than 79.726368159204% of other census tracts,79.72636816,20.27363184,710
17031490901,140,more than 84.1191066997519% of other census tracts,84.1191067,15.8808933,highest                                                                         ,20.39053923,more than 51.3681592039801% of other census tracts,51.3681592,48.6318408,73,more than 53.7313432835821% of other census tracts,53.73134328,46.26865672,733
17031490902,169,more than 88.9578163771712% of other census tracts,88.95781638,11.04218362,highest                                                                         ,23.18438434,more than 65.6716417910448% of other census tracts,65.67164179,34.32835821,145,more than 78.8557213930348% of other census tracts,78.85572139,21.14427861,586
17031491000,178,more than 90.3225806451613% of other census tracts,90.32258065,9.677419355,highest                                                                         ,30.47471069,more than 92.0398009950249% of other census tracts,92.039801,7.960199005,77,more than 55.3482587064677% of other census tracts,55.34825871,44.65174129,708
17031491100,107,more than 74.317617866005% of other census tracts,74.31761787,25.68238213,highest                                                                         ,24.41408704,more than 72.1393034825871% of other census tracts,72.13930348,27.86069652,48,less than 61.318407960199% of other census tracts,38.68159204,61.31840796,599
17031491200,138,more than 83.7468982630273% of other census tracts,83.74689826,16.25310174,highest                                                                         ,25.52146288,more than 77.2388059701493% of other census tracts,77.23880597,22.76119403,32,less than 73.7562189054726% of other census tracts,26.24378109,73.75621891,617
17031491300,51,less than 59.8014888337469% of other census tracts,40.19851117,59.80148883,highest                                                                         ,30.06678098,more than 91.2935323383085% of other census tracts,91.29353234,8.706467662,27,less than 77.4875621890547% of other census tracts,22.51243781,77.48756219,671
17031491400,86,more than 63.3995037220844% of other census tracts,63.39950372,36.60049628,highest                                                                         ,19.64407635,less than 52.6119402985075% of other census tracts,47.3880597,52.6119403,43,less than 65.2985074626866% of other census tracts,34.70149254,65.29850746,781
